pname,year,epa,wpa,asst,ff,g,int,pd,qbhit,rank,sc,sk,skyd,tf,team,tkl,tklloss,probowl,firstteam,secondteam
M.Simoneau,2005,22.1,0.69,5,1,15,0,3,0,76,17,0,0,0.3,PHI,22,0,0.0,0.0,0.0
E.Henderson,2005,26.4,0.68,21,1,15,0,1,0,77,45,1,7,0.78,MIN,52,0,0.0,0.0,0.0
C.Bockwoldt,2005,23.8,0.66,26,0,16,0,3,0,78,45,0,0,0.8,NO,54,0,0.0,0.0,0.0
S.Orr,2005,21.8,0.66,11,4,15,0,2,0,79,32,7,39,0.43,HST,34,0,0.0,0.0,0.0
R.McKinnon,2005,26.3,0.64,17,0,15,0,1,0,80,57,0,0,0.83,NO,61,0,0.0,0.0,0.0
B.Short,2005,17.9,0.64,18,0,16,0,1,0,81,38,1,3,0.63,CAR,41,0,0.0,0.0,0.0
S.Fujita,2005,20.9,0.64,9,2,14,0,1,0,82,26,2,17,0.67,DAL,42,0,0.0,0.0,0.0
D.Thornton,2005,21.8,0.62,20,2,16,0,1,0,83,45,2,7,0.71,IND,55,0,0.0,0.0,0.0
P.Lenon,2005,18.4,0.62,24,1,15,0,6,0,84,39,2,10,0.62,GB,36,0,0.0,0.0,0.0
R.Nece,2005,18.0,0.58,25,0,16,0,0,0,85,44,2,13,0.65,TB,39,0,0.0,0.0,0.0
N.Diggs,2005,18.1,0.57,3,0,9,0,0,0,86,19,0,0,0.53,GB,28,0,0.0,0.0,0.0
DJ.Williams,2005,18.2,0.56,16,1,16,0,3,0,87,36,0,0,0.65,DEN,39,0,0.0,0.0,0.0
D.Spragan,2005,23.7,0.56,12,1,9,1,3,0,88,35,1,15,0.74,MIA,34,0,0.0,0.0,0.0
R.Torbor,2005,23.7,0.53,9,0,13,1,3,0,89,27,0,0,0.4,NYG,25,0,0.0,0.0,0.0
L.Arrington,2005,17.6,0.53,8,0,11,0,1,0,90,34,0,0,0.82,WAS,39,0,0.0,0.0,0.0
D.Jones,2005,25.0,0.53,11,0,16,1,7,0,91,43,0,0,0.68,PHI,54,0,0.0,0.0,0.0
K.Lang,2005,16.4,0.51,13,0,16,0,2,0,92,26,2,7,0.35,CLV,28,0,0.0,0.0,0.0
H.Hillenmeyer,2005,18.3,0.51,18,0,13,1,2,0,93,34,1,11,0.67,CHI,38,0,0.0,0.0,0.0
R.Thomas,2005,14.8,0.5,11,0,10,1,1,0,94,27,0,0,0.59,GB,27,0,0.0,0.0,0.0
S.Cowart,2005,28.2,0.5,13,0,15,0,2,0,95,49,2,13,0.9,MIN,71,0,0.0,0.0,0.0
P.Sirmon,2005,18.2,0.49,22,0,14,0,2,0,96,31,3,10,0.74,TEN,46,0,0.0,0.0,0.0
A.Carter,2005,20.6,0.49,9,0,15,0,2,0,97,30,5,37,0.45,SF,35,0,0.0,0.0,0.0
T.Bruschi,2005,28.9,0.47,25,1,9,0,4,0,98,44,2,20,1.06,NE,36,0,0.0,0.0,0.0
D.Lewis,2005,15.2,0.46,18,1,12,0,1,0,99,35,0,0,0.81,SEA,46,0,0.0,0.0,0.0
D.Ware,2006,69.7,2.32,14,5,16,1,6,18,0,69,12,87,0.8,DAL,59,0,1.0,0.0,1.0
L.Fletcher-Baker,2006,67.0,2.16,45,0,16,4,14,3,1,88,2,5,1.23,BUF,101,0,0.0,0.0,0.0
B.Urlacher,2006,75.2,2.12,49,1,16,3,9,8,2,97,0,0,1.39,CHI,93,0,1.0,1.0,0.0
J.Peterson,2006,51.7,2.08,18,1,16,1,6,14,3,63,10,72,0.88,SEA,71,0,1.0,0.0,0.0
L.Tatupu,2006,58.8,2.06,30,2,16,1,7,4,4,86,2,14,1.21,SEA,93,0,1.0,0.0,0.0
D.Ryans,2006,64.1,2.02,30,1,16,1,7,9,5,96,4,31,1.52,HST,126,0,0.0,0.0,0.0
J.Farrior,2006,54.9,1.9,42,2,16,1,6,7,6,68,4,29,1.24,PIT,84,0,0.0,0.0,0.0
L.Briggs,2006,61.6,1.89,21,4,16,2,9,2,7,89,1,4,1.31,CHI,113,0,1.0,0.0,1.0
D.Edwards,2006,54.1,1.87,44,2,16,3,8,5,8,85,4,19,1.36,SD,99,0,0.0,0.0,0.0
C.June,2006,59.2,1.85,46,2,16,3,4,3,9,77,2,4,1.28,IND,96,0,0.0,0.0,0.0
B.Scott,2006,68.5,1.84,25,0,16,2,9,20,10,81,10,67,1.13,BLT,78,0,1.0,0.0,1.0
S.Phillips,2006,54.4,1.83,21,4,14,0,8,15,11,58,12,68,0.71,SD,44,0,0.0,0.0,0.0
E.Henderson,2006,57.5,1.82,33,1,16,2,4,7,12,60,4,30,1.23,MIN,75,0,0.0,0.0,0.0
K.Bulluck,2006,56.4,1.76,44,2,16,1,8,2,13,84,3,10,1.24,TEN,100,0,0.0,0.0,0.0
R.Colvin,2006,49.3,1.73,12,1,16,0,3,27,14,58,9,57,0.53,NE,43,0,0.0,0.0,0.0
C.Draft,2006,54.7,1.69,28,2,16,0,2,6,15,76,7,45,1.08,CAR,76,0,0.0,0.0,0.0
A.Pierce,2006,56.3,1.63,30,1,16,1,9,3,16,81,1,5,1.33,NYG,109,0,1.0,0.0,0.0
A.Crowell,2006,41.4,1.56,26,1,11,2,7,2,17,49,2,10,1.02,BUF,57,0,0.0,0.0,0.0
I.Gold,2006,35.4,1.56,21,1,15,0,4,4,18,54,0,0,0.93,DEN,70,0,0.0,0.0,0.0
B.Moore,2006,44.0,1.55,30,2,16,0,2,12,19,68,7,57,0.91,SF,62,0,0.0,0.0,0.0
Z.Thomas,2006,47.3,1.51,62,2,16,1,8,3,20,104,3,14,1.54,MIA,103,0,1.0,1.0,0.0
S.Fujita,2006,49.3,1.5,32,1,16,2,7,8,21,66,4,17,1.01,NO,64,0,0.0,0.0,0.0
K.Morrison,2006,67.4,1.47,25,1,16,2,5,1,22,83,1,7,1.21,OAK,97,0,0.0,0.0,0.0
R.Lewis,2006,58.3,1.45,23,1,14,2,8,9,23,71,6,37,1.3,BLT,80,0,1.0,0.0,0.0
M.Greenwood,2006,46.3,1.44,26,2,16,1,3,1,24,61,1,0,1.08,HST,85,0,0.0,0.0,0.0
W.Witherspoon,2006,51.3,1.44,14,2,16,0,9,5,25,82,3,4,1.27,SL,98,0,0.0,0.0,0.0
M.Vrabel,2006,52.2,1.41,35,3,16,3,4,6,26,59,6,33,0.86,NE,54,0,0.0,0.0,0.0
N.Harris,2006,35.2,1.3,17,1,14,3,4,4,27,34,3,20,0.77,MIN,42,0,0.0,0.0,0.0
C.Haggans,2006,42.0,1.29,25,2,15,1,4,9,28,54,7,28,0.81,PIT,52,0,0.0,0.0,0.0
D.Johnson,2006,44.1,1.27,18,2,12,0,2,5,29,56,5,23,1.06,KC,58,0,0.0,0.0,0.0
D.Williams,2006,44.1,1.26,30,1,16,1,3,3,30,50,1,6,0.87,ATL,57,0,0.0,0.0,0.0
B.James,2006,45.5,1.26,37,2,16,1,9,0,31,59,0,0,1.13,DAL,66,0,0.0,0.0,0.0
D.Brooks,2006,44.5,1.25,25,0,16,3,4,0,32,79,0,0,1.09,TB,96,0,1.0,0.0,0.0
N.Barnett,2006,44.4,1.24,44,0,15,2,8,5,33,65,3,15,1.11,GB,61,0,0.0,0.0,0.0
M.Washington,2006,40.6,1.21,29,2,14,0,8,9,34,61,3,13,1.01,WAS,59,0,0.0,0.0,0.0
D.Thornton,2006,37.8,1.17,22,2,15,0,5,1,35,57,0,0,0.99,TEN,86,0,0.0,0.0,0.0
E.Sims,2006,27.6,1.17,43,0,16,0,1,0,36,58,1,2,1.15,DET,80,0,0.0,0.0,0.0
L.Foote,2006,43.2,1.16,27,2,16,1,3,4,37,59,4,29,0.88,PIT,62,0,0.0,0.0,0.0
A.Hawk,2006,55.3,1.16,35,1,16,2,7,6,38,77,4,31,1.18,GB,84,0,0.0,0.0,0.0
T.Bruschi,2006,59.0,1.15,59,0,15,1,7,4,39,77,2,6,1.15,NE,53,0,0.0,0.0,0.0
K.Wimbley,2006,50.9,1.14,18,1,16,0,0,25,40,50,12,60,0.58,CLV,44,0,0.0,0.0,0.0
A.Thomas,2006,61.5,1.13,19,0,16,1,7,23,41,64,12,60,0.91,BLT,64,0,1.0,1.0,0.0
A.Wilson,2006,35.2,1.13,23,1,15,0,4,2,42,56,1,5,1.04,DEN,79,0,1.0,0.0,1.0
V.Hobson,2006,37.4,1.1,34,0,16,1,2,13,43,49,6,27,0.86,NYJ,66,0,0.0,0.0,0.0
K.Mitchell,2006,36.6,1.09,22,0,16,1,3,4,44,52,2,5,1.08,KC,81,0,0.0,0.0,0.0
J.Porter,2006,37.9,1.04,15,0,14,2,5,10,45,44,7,45,0.62,PIT,40,0,0.0,0.0,0.0
L.Marshall,2006,28.2,1.03,34,0,14,0,3,5,46,60,2,12,1.2,WAS,70,0,0.0,0.0,0.0
D.Smith,2006,33.1,1.03,16,1,16,1,7,4,47,65,3,12,1.02,JAX,73,0,0.0,0.0,0.0
R.Godfrey,2006,27.4,1.02,16,2,13,0,2,4,48,44,4,37,0.68,SD,42,0,0.0,0.0,0.0
P.Lenon,2006,32.6,1.01,20,0,16,1,3,3,49,48,0,0,0.66,DET,51,0,0.0,0.0,0.0
K.Brooking,2006,37.0,1.01,41,0,16,0,1,4,50,75,3,11,1.37,ATL,97,0,0.0,0.0,0.0
S.Merriman,2006,49.6,1.0,14,4,12,1,8,17,51,61,18,93,0.8,SD,49,0,1.0,1.0,0.0
G.Hayes,2006,45.0,1.0,14,0,14,3,6,2,52,54,1,2,1.1,ARZ,79,0,0.0,0.0,0.0
S.Quarles,2006,38.0,0.98,38,2,12,0,2,6,53,73,3,18,1.28,TB,68,0,0.0,0.0,0.0
K.Dansby,2006,36.1,0.98,13,2,14,0,3,9,54,50,8,47,0.97,ARZ,69,0,0.0,0.0,0.0
C.Crowder,2006,27.5,0.96,43,1,16,0,4,5,55,62,1,9,0.97,MIA,61,0,0.0,0.0,0.0
G.Brackett,2006,29.5,0.96,35,2,14,0,2,1,56,64,0,0,1.25,IND,87,0,0.0,0.0,0.0
B.Leber,2006,44.1,0.95,12,3,15,1,5,2,57,39,3,21,0.57,MIN,35,0,0.0,0.0,0.0
M.McCoy,2006,24.8,0.94,9,3,13,0,3,3,58,30,2,8,0.67,PHI,49,0,0.0,0.0,0.0
J.Vilma,2006,40.3,0.93,48,1,16,1,4,2,59,60,0,0,1.01,NYJ,69,0,0.0,0.0,0.0
N.Diggs,2006,25.6,0.92,15,0,14,0,3,0,60,41,0,0,0.71,CAR,45,0,0.0,0.0,0.0
T.Davis,2006,28.4,0.91,18,1,14,0,5,8,61,52,2,10,1.01,CAR,67,0,0.0,0.0,0.0
M.Boley,2006,49.6,0.91,19,1,15,2,7,3,62,56,3,8,0.9,ATL,66,0,0.0,0.0,0.0
L.Johnson,2006,34.4,0.9,34,3,16,1,4,2,63,51,1,4,1.03,CIN,73,0,0.0,0.0,0.0
DJ.Williams,2006,26.7,0.89,17,1,15,0,2,4,64,48,1,8,0.78,DEN,59,0,0.0,0.0,0.0
B.Simmons,2006,27.2,0.89,27,1,10,2,5,3,65,33,0,0,0.94,CIN,34,0,0.0,0.0,0.0
T.Howard,2006,31.2,0.88,22,0,16,0,2,1,66,54,0,0,1.05,OAK,84,0,0.0,0.0,0.0
E.Barton,2006,34.4,0.88,28,1,16,0,2,4,67,57,5,36,0.86,NYJ,72,0,0.0,0.0,0.0
G.Ellis,2006,34.7,0.87,7,3,9,1,3,6,68,31,5,24,0.61,DAL,24,0,0.0,0.0,0.0
A.Davis,2006,32.4,0.86,22,1,13,2,3,4,69,51,1,7,1.06,CLV,70,0,0.0,0.0,0.0
C.Miller,2006,27.9,0.84,30,1,16,0,3,2,70,48,1,7,0.87,CIN,61,0,0.0,0.0,0.0
L.Hill,2006,30.5,0.83,22,1,15,0,2,2,71,49,2,19,0.97,SEA,70,0,0.0,0.0,0.0
W.McGinest,2006,25.2,0.83,9,0,14,1,2,10,72,35,4,9,0.48,CLV,36,0,0.0,0.0,0.0
A.Ayodele,2006,28.4,0.81,20,0,16,2,4,2,73,50,1,14,0.88,DAL,60,0,0.0,0.0,0.0
J.Trotter,2006,26.6,0.8,25,1,15,1,4,0,74,63,0,0,1.13,PHI,88,0,0.0,0.0,0.0
P.Tinoisamoa,2006,22.1,0.79,7,0,11,0,1,4,75,25,2,9,0.58,SL,28,0,0.0,0.0,0.0
P.Sirmon,2006,28.0,0.78,28,0,15,1,4,1,76,42,1,1,0.8,TEN,59,0,0.0,0.0,0.0
M.Lawson,2006,25.0,0.77,10,0,16,1,2,4,77,34,3,15,0.55,SF,46,0,0.0,0.0,0.0
D.Jones,2006,25.1,0.76,21,0,16,0,6,3,78,40,1,6,0.67,PHI,51,0,0.0,0.0,0.0
B.Poppinga,2006,28.4,0.75,16,2,16,1,5,2,79,41,1,6,0.59,GB,43,0,0.0,0.0,0.0
S.Shanle,2006,27.7,0.69,25,1,16,0,1,5,80,51,4,27,1.03,NO,73,0,0.0,0.0,0.0
L.Williams,2006,21.0,0.66,10,1,11,0,3,3,81,18,1,4,0.46,CLV,24,0,0.0,0.0,0.0
K.Ellison,2006,22.3,0.66,30,0,12,1,2,0,82,34,1,1,0.66,BUF,29,0,0.0,0.0,0.0
B.Bailey,2006,16.1,0.65,16,0,15,0,2,1,83,27,1,9,0.65,DET,49,0,0.0,0.0,0.0
S.Williams,2006,21.1,0.64,5,0,12,0,1,2,84,24,1,4,0.49,OAK,32,0,0.0,0.0,0.0
T.Spikes,2006,24.6,0.64,27,1,12,0,3,0,85,43,1,16,0.79,BUF,43,0,0.0,0.0,0.0
O.Gaither,2006,17.9,0.64,10,0,15,1,3,1,86,23,1,12,0.48,PHI,38,0,0.0,0.0,0.0
B.Chillar,2006,18.7,0.62,1,1,15,0,1,4,87,33,2,8,0.67,SL,54,0,0.0,0.0,0.0
B.Short,2006,22.4,0.6,7,2,8,0,2,1,88,30,2,9,0.86,NYG,38,0,0.0,0.0,0.0
A.Lewis,2006,16.2,0.6,10,1,10,0,2,2,89,28,0,0,0.58,DET,29,0,0.0,0.0,0.0
J.Seau,2006,23.0,0.59,30,0,11,0,1,4,90,43,1,9,0.97,NE,39,0,0.0,0.0,0.0
W.Holdman,2006,16.2,0.59,16,0,16,0,2,2,91,33,1,2,0.69,WAS,53,0,0.0,0.0,0.0
O.Huff,2006,20.9,0.59,12,1,16,0,4,0,92,37,0,0,0.72,ARZ,58,0,0.0,0.0,0.0
D.Spragan,2006,18.4,0.57,19,1,15,0,3,1,93,32,2,3,0.46,MIA,27,0,0.0,0.0,0.0
K.Bell,2006,18.3,0.57,6,0,15,0,0,2,94,28,1,8,0.54,KC,42,0,0.0,0.0,0.0
R.Nece,2006,19.0,0.51,18,0,14,0,2,4,95,38,2,10,0.64,TB,44,0,0.0,0.0,0.0
M.Simoneau,2006,19.3,0.51,28,0,16,1,1,4,96,36,1,4,0.65,NO,34,0,0.0,0.0,0.0
M.Peterson,2006,14.7,0.51,10,0,5,1,1,1,97,23,0,0,1.17,JAX,22,0,0.0,0.0,0.0
R.Jeanty,2006,18.7,0.51,20,1,12,0,2,2,98,32,0,0,0.7,CIN,35,0,0.0,0.0,0.0
S.Cooper,2006,18.2,0.5,20,1,15,0,2,4,99,29,3,17,0.51,SD,30,0,0.0,0.0,0.0
T.Howard,2007,63.7,2.49,18,0,16,6,11,1,0,60,1,0,1.03,OAK,78,0,0.0,0.0,0.0
L.Tatupu,2007,73.0,2.38,26,3,16,4,9,5,1,80,1,8,1.14,SEA,83,0,1.0,1.0,0.0
D.Ware,2007,76.6,2.36,24,4,16,0,3,26,2,75,15,112,0.91,DAL,60,0,1.0,1.0,0.0
K.Dansby,2007,62.9,2.25,21,4,14,3,8,4,3,59,4,27,1.18,ARZ,78,0,0.0,0.0,0.0
D.Johnson,2007,53.9,2.1,11,3,16,2,6,6,4,60,4,34,0.96,KC,82,0,0.0,0.0,0.0
R.Lewis,2007,57.7,2.03,38,2,14,2,10,2,5,83,2,7,1.39,BLT,83,0,1.0,0.0,0.0
B.Urlacher,2007,67.6,2.0,30,0,16,5,12,7,6,73,5,36,1.2,CHI,93,0,0.0,0.0,0.0
L.Hill,2007,55.6,1.97,23,3,14,0,4,5,7,68,3,33,0.97,SEA,58,0,0.0,0.0,0.0
L.Briggs,2007,54.1,1.94,19,2,14,0,3,6,8,73,2,7,1.15,CHI,84,0,1.0,0.0,0.0
O.Gaither,2007,52.8,1.89,32,1,16,1,9,3,9,66,0,0,1.07,PHI,68,0,0.0,0.0,0.0
L.Fletcher,2007,49.5,1.84,28,0,16,3,10,1,10,74,0,0,1.25,WAS,101,0,0.0,0.0,0.0
K.Mitchell,2007,38.9,1.75,23,2,16,1,4,4,11,54,4,38,0.79,NYG,54,0,0.0,0.0,0.0
K.Morrison,2007,66.5,1.73,25,0,16,4,10,1,12,87,1,8,1.29,OAK,96,0,0.0,0.0,0.0
P.Willis,2007,57.1,1.7,38,2,16,0,5,7,13,96,5,10,1.63,SF,136,0,1.0,1.0,0.0
D.Ryans,2007,56.9,1.66,29,1,16,1,7,3,14,73,2,18,1.21,HST,98,0,1.0,0.0,1.0
N.Barnett,2007,48.1,1.6,29,0,16,2,4,8,15,74,4,20,1.37,GB,102,0,0.0,0.0,0.0
D.Thornton,2007,48.1,1.59,29,1,16,2,6,1,16,73,1,7,1.25,TEN,93,0,0.0,0.0,0.0
J.Beason,2007,47.5,1.56,33,0,16,1,8,0,17,74,0,0,1.37,CAR,104,0,0.0,0.0,0.0
T.Suggs,2007,60.1,1.51,27,1,16,0,6,15,18,80,5,34,0.79,BLT,51,0,0.0,0.0,0.0
C.Pace,2007,53.2,1.5,19,1,16,1,6,11,19,73,7,40,0.98,ARZ,75,0,0.0,0.0,0.0
D.Harris,2007,42.3,1.46,35,2,15,0,3,6,20,70,5,52,1.12,NYJ,86,0,0.0,0.0,0.0
S.Merriman,2007,69.4,1.45,14,2,15,0,5,20,21,64,13,81,0.68,SD,54,0,1.0,0.0,1.0
G.Brackett,2007,58.4,1.44,30,1,16,4,7,1,22,58,1,0,1.07,IND,86,0,0.0,0.0,0.0
J.Farrior,2007,50.4,1.4,31,2,16,1,8,15,23,68,8,47,1.04,PIT,65,0,0.0,0.0,0.0
J.DiGiorgio,2007,45.4,1.39,26,0,16,1,6,4,24,66,3,13,1.04,BUF,86,0,0.0,0.0,0.0
E.Henderson,2007,48.1,1.37,25,3,16,0,4,11,25,67,5,33,1.2,MIN,94,0,0.0,0.0,0.0
B.Ruud,2007,51.2,1.36,31,3,15,2,3,2,26,73,0,0,1.2,TB,82,0,0.0,0.0,0.0
J.Harrison,2007,62.1,1.33,20,6,16,1,2,17,27,75,10,55,0.93,PIT,66,0,1.0,0.0,1.0
R.McIntosh,2007,31.3,1.32,18,3,13,0,5,5,28,53,3,10,1.04,WAS,69,0,0.0,0.0,0.0
M.Boley,2007,44.3,1.32,17,3,16,2,7,7,29,60,3,20,1.06,ATL,86,0,0.0,0.0,0.0
B.Chillar,2007,37.2,1.31,13,3,15,0,3,8,30,44,3,15,0.73,SL,50,0,0.0,0.0,0.0
A.Davis,2007,40.1,1.31,16,1,16,0,3,3,31,49,0,0,0.64,CLV,51,0,0.0,0.0,0.0
B.Leber,2007,57.6,1.3,15,1,16,1,4,10,32,46,5,54,0.65,MIN,50,0,0.0,0.0,0.0
D.Williams,2007,50.4,1.29,35,2,16,1,4,1,33,86,1,14,1.46,DEN,106,0,0.0,0.0,0.0
D.Williams,2007,26.5,0.81,14,0,16,2,2,0,66,43,0,0,0.79,ATL,63,0,0.0,0.0,0.0
W.Witherspoon,2007,46.6,1.27,18,2,16,0,7,13,34,77,7,54,1.2,SL,92,0,0.0,0.0,0.0
K.Brooking,2007,36.0,1.27,26,0,16,0,4,4,35,57,2,13,1.13,ATL,84,0,0.0,0.0,0.0
D.Edwards,2007,40.1,1.25,19,1,16,1,3,4,36,51,2,11,1.09,KC,87,0,0.0,0.0,0.0
L.Johnson,2007,36.8,1.25,38,0,16,0,4,4,37,53,1,8,1.08,CIN,66,0,0.0,0.0,0.0
T.Banta-Cain,2007,30.1,1.24,11,0,16,0,2,7,38,33,4,16,0.38,SF,30,0,0.0,0.0,0.0
A.Crowell,2007,45.0,1.23,40,1,16,1,4,3,39,68,2,17,1.17,BUF,86,0,0.0,0.0,0.0
S.Phillips,2007,47.2,1.2,15,3,15,2,5,10,40,47,10,57,0.68,SD,53,0,0.0,0.0,0.0
J.Porter,2007,38.5,1.18,9,1,16,2,5,9,41,49,6,28,0.66,MIA,57,0,0.0,0.0,0.0
V.Hobson,2007,33.7,1.18,14,0,15,0,3,10,42,40,2,21,0.58,NYJ,48,0,0.0,0.0,0.0
K.Wimbley,2007,33.9,1.18,12,4,16,0,1,20,43,41,5,33,0.49,CLV,39,0,0.0,0.0,0.0
A.Pierce,2007,39.3,1.17,26,1,16,1,8,3,44,61,1,10,1.04,NYG,75,0,0.0,0.0,0.0
T.Spikes,2007,29.9,1.15,22,0,14,0,4,2,45,52,1,0,1.04,PHI,63,0,0.0,0.0,0.0
J.Peterson,2007,45.5,1.15,11,4,15,2,3,12,46,42,10,64,0.82,SEA,63,0,1.0,0.0,0.0
T.Davis,2007,43.0,1.15,16,2,16,1,5,7,47,54,3,22,0.86,CAR,70,0,0.0,0.0,0.0
E.Sims,2007,44.8,1.13,37,3,16,1,2,6,48,56,1,5,1.22,DET,97,0,0.0,0.0,0.0
B.Scott,2007,46.6,1.08,31,0,16,0,5,7,49,76,1,2,0.94,BLT,62,0,0.0,0.0,0.0
S.Fujita,2007,37.9,1.07,18,2,15,0,2,3,50,59,3,26,1.05,NO,77,0,0.0,0.0,0.0
B.James,2007,40.8,1.04,37,0,16,0,0,4,51,61,3,16,1.09,DAL,64,0,0.0,0.0,0.0
K.Bulluck,2007,39.9,1.02,20,1,16,5,7,3,52,45,0,0,0.9,TEN,68,0,0.0,0.0,0.0
D.Jackson,2007,38.9,1.01,26,0,13,1,3,1,53,58,1,7,1.19,CLV,75,0,0.0,0.0,0.0
A.Hawk,2007,33.3,1.01,27,1,16,1,4,3,54,53,1,7,1.09,GB,77,0,0.0,0.0,0.0
G.Hayes,2007,32.5,0.99,16,1,16,1,3,4,55,56,4,23,1.02,ARZ,82,0,0.0,0.0,0.0
C.Greenway,2007,36.1,0.97,26,2,15,2,4,3,56,41,0,0,1.06,MIN,73,0,0.0,0.0,0.0
S.Cooper,2007,38.8,0.97,35,2,16,2,6,3,57,41,2,16,1.01,SD,72,0,0.0,0.0,0.0
A.Thomas,2007,47.1,0.96,20,2,15,1,7,7,58,45,5,26,0.85,NE,56,0,0.0,0.0,0.0
L.Foote,2007,38.2,0.95,36,3,15,1,5,4,59,57,4,22,0.91,PIT,43,0,0.0,0.0,0.0
S.Shanle,2007,29.9,0.94,26,2,14,0,1,1,60,38,0,0,0.79,NO,41,0,0.0,0.0,0.0
M.Vrabel,2007,56.3,0.93,21,5,16,0,0,17,61,62,13,71,0.81,NE,56,0,1.0,1.0,0.0
D.Smith,2007,40.5,0.92,17,0,15,0,4,3,62,43,2,11,0.86,JAX,54,0,0.0,0.0,0.0
D.Smith,2007,27.3,0.77,27,0,15,1,4,2,70,44,0,0,0.77,SF,50,0,0.0,0.0,0.0
D.Brooks,2007,31.6,0.91,25,3,16,0,1,1,63,68,0,0,1.09,TB,84,0,0.0,0.0,0.0
L.Williams,2007,21.6,0.83,22,0,16,0,3,6,64,39,5,20,0.76,CLV,58,0,0.0,0.0,0.0
M.Wilhelm,2007,38.6,0.83,23,0,14,3,4,2,65,50,1,0,1.05,SD,74,0,0.0,0.0,0.0
E.Barton,2007,20.2,0.8,26,0,16,1,2,4,67,49,2,14,0.64,NYJ,47,0,0.0,0.0,0.0
M.Greenwood,2007,23.9,0.77,28,1,16,1,4,2,68,53,1,8,1.14,HST,91,0,0.0,0.0,0.0
N.Webster,2007,34.2,0.77,19,1,16,0,1,0,69,50,0,0,0.9,DEN,68,0,0.0,0.0,0.0
Dh.Jones,2007,31.4,0.76,30,2,14,0,3,2,71,48,1,2,1.02,CIN,56,0,0.0,0.0,0.0
F.Keiaho,2007,25.9,0.75,17,0,11,1,1,3,72,43,1,6,1.09,IND,64,0,0.0,0.0,0.0
G.Ellis,2007,26.0,0.75,7,3,13,0,1,11,73,26,13,83,0.41,DAL,24,0,1.0,0.0,0.0
M.Peterson,2007,23.2,0.74,10,0,10,1,3,4,74,35,2,10,1.27,JAX,60,0,0.0,0.0,0.0
I.Gold,2007,31.3,0.74,11,1,14,1,5,3,75,40,2,8,0.85,DEN,61,0,0.0,0.0,0.0
Na.Harris,2007,29.3,0.73,33,1,16,1,4,2,76,60,2,11,1.19,KC,82,0,0.0,0.0,0.0
M.Kiwanuka,2007,25.1,0.73,11,0,10,0,4,8,77,34,5,13,0.73,NYG,33,0,0.0,0.0,0.0
H.Hillenmeyer,2007,37.1,0.72,13,1,16,0,1,4,78,40,0,0,0.77,CHI,66,0,0.0,0.0,0.0
P.Lenon,2007,40.2,0.71,30,2,16,1,3,5,79,52,2,16,1.06,DET,86,0,0.0,0.0,0.0
J.Seau,2007,37.0,0.71,16,0,16,3,4,6,80,49,4,35,0.77,NE,57,0,0.0,0.0,0.0
B.Poppinga,2007,23.7,0.7,7,0,16,1,1,2,81,39,0,0,0.49,GB,40,0,0.0,0.0,0.0
Z.Thomas,2007,20.0,0.64,10,0,5,0,2,1,82,31,1,8,1.66,MIA,42,0,0.0,0.0,0.0
M.Washington,2007,13.6,0.63,16,1,12,0,0,4,83,26,5,22,0.63,WAS,33,0,0.0,0.0,0.0
N.Diggs,2007,23.2,0.63,12,1,14,0,3,4,84,34,4,32,0.56,CAR,37,0,0.0,0.0,0.0
C.Draft,2007,23.3,0.62,9,0,14,0,5,2,85,36,1,8,0.56,SL,36,0,0.0,0.0,0.0
C.June,2007,22.1,0.6,23,1,15,1,4,0,86,41,0,0,0.79,TB,51,0,0.0,0.0,0.0
R.Thomas,2007,20.6,0.58,11,2,11,0,0,0,87,38,0,0,0.96,OAK,51,0,0.0,0.0,0.0
P.Tinoisamoa,2007,23.8,0.58,9,0,9,2,3,0,88,23,0,0,0.72,SL,28,0,0.0,0.0,0.0
R.Boiman,2007,23.4,0.58,16,0,15,2,4,0,89,26,0,0,0.43,IND,28,0,0.0,0.0,0.0
B.Thomas,2007,20.0,0.57,8,1,15,0,1,5,90,37,3,15,0.44,NYJ,39,0,0.0,0.0,0.0
J.Johnson,2007,27.1,0.54,16,2,14,0,2,9,91,49,2,19,0.67,BLT,42,0,0.0,0.0,0.0
C.Crowder,2007,21.1,0.54,17,0,11,0,0,3,92,38,1,1,1.12,MIA,60,0,0.0,0.0,0.0
J.Durant,2007,20.4,0.54,9,0,11,1,2,3,93,34,1,6,0.77,JAX,38,0,0.0,0.0,0.0
A.Ayodele,2007,15.8,0.53,20,0,16,0,4,0,94,37,0,0,0.59,DAL,35,0,0.0,0.0,0.0
K.Ellison,2007,17.1,0.52,12,0,12,1,5,1,95,25,1,7,0.47,BUF,26,0,0.0,0.0,0.0
J.Vilma,2007,18.1,0.5,11,0,7,1,4,1,96,26,0,0,0.84,NYJ,31,0,0.0,0.0,0.0
D.Pope,2007,22.5,0.5,19,0,14,2,3,1,97,31,0,0,0.65,MIA,38,0,0.0,0.0,0.0
C.Gocong,2007,14.8,0.48,13,0,16,0,1,1,98,27,1,3,0.58,PHI,41,0,0.0,0.0,0.0
R.Godfrey,2007,16.2,0.48,8,2,8,0,2,2,99,22,0,0,0.56,WAS,21,0,0.0,0.0,0.0
J.Harrison,2008,70.7,2.07,33,7,15,1,3,18,0,72,17,115,0.94,PIT,59,18,1.0,1.0,0.0
